1.000000000000000000e+00,-4.888533104491848968e-01,-7.797034614595612645e+00,-8.767912303554945552e-01,-2.567143439632589175e+00,5.173216323462943161e-02,5.290774280752109648e-01,-4.674455028527748190e+00,-4.897927488305715005e-01,2.409874492497546594e+00,9.196675593975353280e+00,3.521557853922999914e+00,2.289022109715450892e-01,-2.046951792805432824e+00,-1.018506741570073437e+01,-2.426747831600062355e-02,-1.251898526788161714e+00,-9.185880288660280835e-01,2.748584348969536073e-01,1.397037164473977411e+00,2.605230254425049186e+00,-1.000000000000000000e+00
1.000000000000000000e+00,7.762296253767911658e+00,-3.006027171625342831e+00,4.185184339251077468e+00,3.160347883542347081e+00,-3.352874288893485488e+00,-4.448667988206615576e+00,2.170454782278831374e+00,6.896421697195285638e+00,-2.655250849835191773e-01,2.897588703972488577e+00,-4.234155818113131353e+00,-7.888564836291970250e-01,1.225538989731936201e+00,3.426370871152363939e+00,4.538980778930090665e+00,4.083882684806305008e+00,7.852341914351859131e-01,2.624869898700885607e-01,3.960387459546934608e+00,-6.745322915799191854e+00,-1.000000000000000000e+00
1.000000000000000000e+00,3.444642153920196570e+00,1.020899371777537645e+00,3.192744801070400928e+00,2.626168366752303474e+00,-8.085599358471311504e+00,1.736555374766714843e+00,9.202430088608564152e-01,-3.589619303887617630e+00,4.497808398650065875e+00,3.137224632816325354e+00,9.104823407941209368e-01,1.073089543124147838e+00,1.957004564037131855e+00,3.891305911577357390e-01,-3.254477079035841491e+00,2.264555152893822587e+00,2.592084333476797120e+00,-2.167834290480148862e+00,-1.948373051970908598e-01,2.692214111504693808e+00,-1.000000000000000000e+00
1.000000000000000000e+00,2.553165616169347896e+00,9.070141690612048002e-01,1.677536929950194766e+00,9.690623524168678671e+00,4.539063553935131168e+00,-1.560015936290940708e+00,4.875213530334158385e+00,4.886544125163737595e-01,2.309430639102901139e+00,2.123088168014531707e+00,-2.950275790764745665e+00,-1.044432909466027182e+00,-2.507853198225599822e+00,-2.828095664765970074e+00,-4.514634456666901663e-01,1.482277647488835060e+00,-6.093403683810519667e+00,-1.689526007538533214e+00,-3.124017678159583422e+00,4.073137678415153395e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-4.457623585914297415e+00,-7.217150044943696052e+00,2.960701661486608849e+00,8.702505959967433702e-01,-2.989274967131256844e+00,-7.507560646720380149e+00,-2.433538247946403832e+00,5.614866328319722655e+00,-3.409719300200482639e+00,1.872998133529313602e-01,-3.109631977309209372e+00,2.682540738969061866e+00,4.248382228790251069e+00,-1.259870929143828588e+00,-1.212526438255458139e+00,-2.405533934962496012e+00,3.456774250350196809e+00,8.005571536361895113e+00,-4.236652553906562702e+00,5.969397214224066772e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-1.477084006869895938e-01,-1.561275204139690009e+00,5.846253131857389818e+00,2.168804204494323429e+00,-1.237034880037469442e+01,-6.475442013320386714e+00,-2.017770538090561949e+00,-1.224519098332603528e+00,5.853351525519731702e+00,3.098669149757894203e+00,-8.427237547914806726e+00,1.829168208179878796e+00,-2.472080485706174002e-02,-2.311129486785078235e+00,9.789484432087094956e-02,9.065157408733544031e+00,6.325704660340637275e+00,2.002143451723784606e-01,-7.077373418159615959e-02,-4.106540413796544442e-02,-1.000000000000000000e+00
1.000000000000000000e+00,-2.825710231945592454e+00,4.235536217541201687e+00,-1.755670890180504040e+00,1.747013440198012857e+00,-4.241536566301692623e+00,1.052937242353114256e+00,-1.706148958644824187e-01,-1.666678136360131290e+00,9.961575802049127404e-01,-7.021406112387778897e+00,2.383642551874709525e+00,-9.041274460793551349e-01,2.418470197360738982e+00,5.033889805860848554e+00,-1.822009223401531930e+00,-2.919593059912707567e+00,9.176863727499000589e-01,9.991245424840144995e-01,-5.950475160184392820e+00,2.474069947115312917e+00,-1.000000000000000000e+00
1.000000000000000000e+00,5.883457423319000235e+00,5.334133200751145054e+00,-1.924118440486060067e+00,1.295866241810882080e+01,-3.385952137262951300e+00,2.927283449280496663e-01,1.414539459195510673e+01,2.167196404613378480e+00,-6.657116781586539744e+00,-9.378369935859288020e+00,2.583560747893052678e+00,-2.870282012488365897e+00,-2.866090840681977170e+00,8.600266711850549584e+00,5.120001293064460057e+00,-7.339474995894896381e+00,-8.914330352884933362e+00,-2.388165276883140287e+00,-4.087704737750208039e+00,-1.679976906125551395e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-4.228585190530603555e+00,8.562871594601616509e-01,-2.860626950765627452e+00,-7.895245244145462915e-02,5.916646964410579912e+00,3.254444111097003489e+00,-5.479037200538124708e+00,-3.986375969877259617e+00,-2.787381896743593934e+00,-2.037577255496219930e+00,-1.338593882881590202e-01,1.654467756791363708e+00,2.925807466488749675e+00,-3.894389866415279400e+00,-5.133045330627114211e+00,4.441299621811957365e+00,-1.439243138840609948e+00,-4.724862073930689021e+00,-1.215716031721060908e+00,3.014983097402433199e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-2.296692503260033380e+00,9.557459800469279898e+00,-2.103322317233852878e+00,-2.738902581112774737e+00,1.381081688549083086e+00,8.152389332699026880e+00,-2.151438340519536835e-02,-5.529444548164689444e+00,4.010826413796877432e+00,1.706242019502025364e+00,3.279180081325161034e+00,-2.455123153873470798e+00,-8.511116392917159601e+00,3.347592811255882150e+00,-7.278525303653715639e-01,-7.894322554422506855e+00,-5.831670834314197194e+00,-2.679989453746641548e+00,1.285754062339234949e+00,3.563029721776049819e+00,-1.000000000000000000e+00
