1.000000000000000000e+00,1.009788254906429046e+02
1.000000000000000000e+00,1.082248095834805639e+02
1.000000000000000000e+00,1.005292836741783447e+02
1.000000000000000000e+00,9.127437367412520075e+01
1.000000000000000000e+00,8.598514657685930729e+01
1.000000000000000000e+00,7.522508343637701955e+01
1.000000000000000000e+00,1.106851639639398996e+02
1.000000000000000000e+00,1.045835237009469552e+02
1.000000000000000000e+00,9.105553958780151902e+01
1.000000000000000000e+00,9.527130987566764020e+01
1.000000000000000000e+00,8.447288610448853774e+01
1.000000000000000000e+00,8.669044277595786241e+01
1.000000000000000000e+00,9.598582208883671285e+01
1.000000000000000000e+00,1.045169735487690588e+02
1.000000000000000000e+00,9.577921312710370216e+01
1.000000000000000000e+00,1.088206361878221600e+02
1.000000000000000000e+00,9.728407019370627040e+01
1.000000000000000000e+00,8.463906188288879662e+01
1.000000000000000000e+00,8.458866998092325673e+01
1.000000000000000000e+00,9.851653539079940458e+01
1.000000000000000000e+00,8.089275108552143934e+01
1.000000000000000000e+00,9.595061677610711115e+01
1.000000000000000000e+00,8.618854310456825374e+01
1.000000000000000000e+00,1.102282072349338335e+02
1.000000000000000000e+00,9.392768218010640169e+01
1.000000000000000000e+00,9.589515057500584305e+01
1.000000000000000000e+00,7.653590977714350174e+01
1.000000000000000000e+00,8.611141826063776250e+01
1.000000000000000000e+00,8.557802852305829333e+01
1.000000000000000000e+00,1.001791660830438389e+02
1.000000000000000000e+00,1.042995195867542435e+02
1.000000000000000000e+00,9.169686637008695129e+01
1.000000000000000000e+00,9.617167360178268609e+01
1.000000000000000000e+00,9.239307323840807840e+01
1.000000000000000000e+00,9.323545870838752592e+01
1.000000000000000000e+00,8.816031651215388365e+01
1.000000000000000000e+00,8.421301325134355409e+01
1.000000000000000000e+00,9.621478743183440940e+01
1.000000000000000000e+00,9.812636982150347364e+01
1.000000000000000000e+00,9.971038891993691777e+01
1.000000000000000000e+00,9.697626573793382931e+01
1.000000000000000000e+00,1.015380150856441759e+02
1.000000000000000000e+00,8.897693515153686405e+01
1.000000000000000000e+00,9.047987040321758911e+01
1.000000000000000000e+00,9.304583587285881663e+01
1.000000000000000000e+00,9.376235915680462085e+01
1.000000000000000000e+00,9.417763240066614117e+01
1.000000000000000000e+00,8.146217898456866635e+01
1.000000000000000000e+00,8.739855741778508502e+01
1.000000000000000000e+00,9.310126292079608845e+01
1.000000000000000000e+00,8.377192431398593442e+01
1.000000000000000000e+00,8.010444616302913801e+01
1.000000000000000000e+00,9.252745725846033054e+01
1.000000000000000000e+00,9.746868965139935881e+01
1.000000000000000000e+00,9.946644139160802922e+01
1.000000000000000000e+00,7.992466288399181451e+01
1.000000000000000000e+00,9.063539350496920122e+01
1.000000000000000000e+00,9.201271572296640500e+01
1.000000000000000000e+00,8.406342478890522329e+01
1.000000000000000000e+00,9.682916977506774003e+01
1.000000000000000000e+00,1.083797180165957172e+02
1.000000000000000000e+00,9.421490902804283962e+01
1.000000000000000000e+00,1.017670142710984180e+02
1.000000000000000000e+00,1.062263950842103384e+02
1.000000000000000000e+00,8.916614520239701847e+01
1.000000000000000000e+00,1.112838418229029429e+02
1.000000000000000000e+00,8.535969523271594994e+01
1.000000000000000000e+00,9.392285334689987053e+01
1.000000000000000000e+00,8.300126276178521323e+01
1.000000000000000000e+00,8.725907450247493102e+01
1.000000000000000000e+00,9.251065179867892141e+01
1.000000000000000000e+00,9.827119348906305163e+01
1.000000000000000000e+00,1.081773233815681152e+02
